AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,ANNUAL_MILEAGE,VEHICLE_TYPE
65+,female,0-9y,university,upper class,4.917.783.269.031.480,before 2015,11000.0,sedan
26-39,male,0-9y,none,poverty,4.863.356.551.428.030,before 2015,,sedan
26-39,female,10-19y,none,working class,5.054.014.188.775.950,before 2015,11000.0,sports car
40-64,female,20-29y,high school,upper class,8.242.392.308.473.430,before 2015,11000.0,sedan
40-64,female,10-19y,high school,upper class,5.313.585.770.595.840,before 2015,8000.0,sedan
16-25,male,0-9y,high school,working class,3.777.147.276.110.600,before 2015,14000.0,sedan
40-64,male,10-19y,university,upper class,6.764.409.759.079.510,after 2015,7000.0,sedan
16-25,male,0-9y,university,poverty,,after 2015,,sedan
40-64,female,20-29y,university,upper class,,before 2015,10000.0,sedan
40-64,female,10-19y,high school,upper class,4.554.149.588.279.550,before 2015,15000.0,sedan
40-64,female,20-29y,high school,upper class,7.167.482.471.850.140,before 2015,9000.0,sports car
26-39,male,0-9y,university,upper class,,after 2015,11000.0,sedan
40-64,female,20-29y,none,upper class,6.356.549.784.727.110,after 2015,8000.0,sedan
26-39,female,10-19y,high school,middle class,5.449.753.837.822.650,before 2015,10000.0,sedan
65+,female,0-9y,university,upper class,6.194.783.739.193.890,before 2015,9000.0,sedan
40-64,male,10-19y,none,upper class,,after 2015,,sedan
40-64,male,20-29y,high school,working class,,before 2015,9000.0,sedan
26-39,female,10-19y,university,middle class,5.907.652.800.948.150,after 2015,,sedan
65+,male,0-9y,high school,working class,4.116.977.364.125.220,before 2015,14000.0,sports car
65+,male,10-19y,university,upper class,,after 2015,,sedan
40-64,male,0-9y,university,upper class,5.785.928.814.180.480,before 2015,,sedan
16-25,male,0-9y,high school,upper class,6.545.601.347.417.320,before 2015,13000.0,sedan
26-39,male,10-19y,high school,poverty,2.906.128.603.527.870,before 2015,12000.0,sedan
65+,female,10-19y,high school,upper class,6.749.652.735.613.090,after 2015,9000.0,sedan
40-64,male,20-29y,university,upper class,6.365.452.038.481.180,after 2015,13000.0,sedan
40-64,female,20-29y,university,upper class,5.307.622.793.835.230,before 2015,7000.0,sedan
65+,male,30y+,high school,upper class,5.825.871.192.541.110,after 2015,11000.0,sedan
40-64,female,10-19y,high school,upper class,5.668.524.545.458.230,after 2015,10000.0,sedan
26-39,male,0-9y,university,working class,4.754.655.248.707.660,before 2015,8000.0,sedan
16-25,female,0-9y,none,poverty,4.368.782.604.550.720,before 2015,8000.0,sedan
16-25,female,0-9y,university,working class,6.053.700.521.644.580,before 2015,11000.0,sedan
16-25,female,0-9y,high school,poverty,3.447.260.205.156.390,before 2015,10000.0,sedan
40-64,female,10-19y,university,upper class,6.114.863.840.559.000,before 2015,19000.0,sedan
26-39,female,10-19y,high school,poverty,29.275.244.060.944.700,before 2015,6000.0,sedan
26-39,female,10-19y,university,upper class,6.310.710.282.783.220,before 2015,14000.0,sedan
26-39,male,10-19y,high school,middle class,4.749.628.788.875.640,after 2015,13000.0,sedan
65+,male,20-29y,none,middle class,4.386.800.328.335.070,before 2015,15000.0,sedan
26-39,female,10-19y,high school,upper class,6.919.818.981.488.950,before 2015,10000.0,sedan
40-64,male,10-19y,university,upper class,5.258.122.890.796.680,before 2015,15000.0,sedan
40-64,female,20-29y,none,poverty,24.196.780.995.267.600,before 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,,after 2015,,sedan
16-25,female,0-9y,high school,poverty,,before 2015,15000.0,sedan
40-64,female,20-29y,university,upper class,6.101.114.489.797.280,after 2015,9000.0,sedan
26-39,male,0-9y,university,upper class,4.966.414.602.056.870,after 2015,14000.0,sedan
26-39,male,0-9y,university,working class,31.777.461.576.610.300,before 2015,6000.0,sports car
26-39,female,10-19y,university,middle class,5.625.420.927.020.840,before 2015,11000.0,sedan
40-64,female,0-9y,university,upper class,5.753.697.596.133.060,after 2015,9000.0,sedan
40-64,female,20-29y,high school,upper class,6.260.824.844.126.030,after 2015,4000.0,sedan
26-39,male,0-9y,high school,working class,,before 2015,8000.0,sedan
40-64,female,20-29y,high school,upper class,579.613.604.777.953,before 2015,8000.0,sedan
26-39,female,10-19y,none,poverty,4.988.020.070.215.580,before 2015,12000.0,sedan
26-39,male,10-19y,university,middle class,4.928.317.497.912.140,before 2015,10000.0,sedan
16-25,male,0-9y,high school,working class,34.893.586.898.407.900,after 2015,9000.0,sedan
26-39,female,10-19y,high school,poverty,2.715.958.688.606.350,before 2015,14000.0,sedan
26-39,male,0-9y,high school,middle class,4.475.817.236.304.150,before 2015,10000.0,sedan
26-39,male,10-19y,university,upper class,7.175.963.040.548.890,before 2015,6000.0,sedan
65+,male,30y+,university,upper class,5.279.775.076.783.680,after 2015,12000.0,sedan
40-64,female,20-29y,high school,working class,5.646.016.008.340.300,before 2015,13000.0,sedan
40-64,female,10-19y,high school,middle class,6.694.575.152.378.000,before 2015,13000.0,sedan
26-39,female,10-19y,none,working class,5.669.224.482.583.290,before 2015,16000.0,sedan
16-25,female,0-9y,university,working class,3.981.410.019.830.880,before 2015,14000.0,sedan
26-39,male,0-9y,university,upper class,5.920.744.431.449.210,before 2015,10000.0,sedan
65+,female,30y+,university,upper class,5.486.713.813.706.480,before 2015,7000.0,sedan
26-39,male,10-19y,high school,middle class,4.665.051.457.220.280,before 2015,8000.0,sedan
40-64,male,20-29y,university,middle class,7.009.768.656.819.410,before 2015,11000.0,sedan
40-64,female,10-19y,university,upper class,7.203.760.616.486.810,after 2015,10000.0,sedan
65+,male,30y+,university,upper class,6.404.227.538.536.420,after 2015,9000.0,sports car
26-39,male,10-19y,high school,middle class,5.393.486.705.753.780,before 2015,11000.0,sedan
16-25,female,0-9y,high school,poverty,32.613.573.491.774.400,before 2015,15000.0,sedan
16-25,male,0-9y,none,poverty,,before 2015,17000.0,sedan
16-25,male,0-9y,university,poverty,4.850.689.156.287.110,before 2015,,sedan
40-64,female,20-29y,university,upper class,6.822.991.723.890.570,before 2015,8000.0,sedan
65+,male,30y+,university,upper class,4.877.128.748.047.640,after 2015,10000.0,sedan
16-25,female,0-9y,university,working class,4.023.083.383.913.710,before 2015,,sedan
26-39,male,10-19y,university,upper class,6.197.971.712.851.510,before 2015,17000.0,sedan
65+,male,30y+,high school,upper class,693.324.860.926.029,before 2015,14000.0,sedan
26-39,female,10-19y,high school,working class,40.420.870.805.116.000,before 2015,12000.0,sedan
65+,male,0-9y,university,upper class,643.831.742.884.168,after 2015,11000.0,sedan
26-39,female,10-19y,university,poverty,30.089.409.843.360.000,before 2015,,sedan
40-64,female,10-19y,high school,upper class,5.140.519.835.356.000,after 2015,11000.0,sedan
40-64,male,20-29y,high school,upper class,6.076.010.361.513.230,after 2015,14000.0,sedan
40-64,male,20-29y,high school,upper class,5.606.472.181.250.810,before 2015,10000.0,sedan
65+,male,30y+,university,upper class,5.410.420.482.192.480,after 2015,10000.0,sedan
26-39,female,10-19y,none,poverty,4.343.425.302.586.590,before 2015,17000.0,sedan
26-39,female,0-9y,high school,upper class,6.930.352.236.326.810,before 2015,12000.0,sedan
40-64,male,10-19y,university,upper class,5.219.898.989.080.590,before 2015,10000.0,sedan
16-25,female,0-9y,none,poverty,34.565.562.329.670.800,before 2015,15000.0,sports car
26-39,male,10-19y,none,working class,3.184.456.295.189.430,before 2015,13000.0,sports car
65+,male,20-29y,high school,upper class,5.136.368.091.119.000,before 2015,10000.0,sports car
26-39,female,10-19y,high school,middle class,6.599.500.775.694.350,after 2015,10000.0,sedan
26-39,female,0-9y,none,poverty,41.414.153.010.973.100,before 2015,11000.0,sedan
40-64,male,0-9y,none,working class,,before 2015,14000.0,sedan
40-64,female,20-29y,university,upper class,6.249.116.337.335.510,after 2015,12000.0,sports car
26-39,female,10-19y,high school,upper class,5.009.739.750.388.290,before 2015,6000.0,sedan
40-64,female,10-19y,none,working class,4.916.892.938.181.080,before 2015,12000.0,sedan
16-25,female,0-9y,university,working class,3.459.734.247.812.530,before 2015,15000.0,sedan
26-39,male,10-19y,university,poverty,2.966.851.929.272.200,before 2015,11000.0,sedan
40-64,male,20-29y,university,upper class,7.549.694.794.813.530,before 2015,13000.0,sedan
65+,female,0-9y,high school,upper class,6.391.931.117.655.610,before 2015,11000.0,sedan
16-25,female,0-9y,high school,poverty,3.190.805.295.725.590,before 2015,16000.0,sedan
26-39,female,10-19y,university,working class,4.463.443.759.766.250,before 2015,12000.0,sedan
16-25,female,0-9y,none,poverty,4.895.098.267.007.140,before 2015,,sedan
40-64,female,10-19y,university,upper class,5.797.829.400.692.500,after 2015,9000.0,sedan
40-64,female,20-29y,high school,upper class,705.327.931.633.375,before 2015,9000.0,sedan
40-64,female,20-29y,none,working class,,before 2015,11000.0,sedan
65+,male,20-29y,high school,upper class,5.801.247.496.816.910,after 2015,11000.0,sedan
16-25,male,0-9y,none,poverty,5.011.041.861.477.190,before 2015,14000.0,sedan
65+,female,0-9y,high school,middle class,5.364.084.591.026.460,before 2015,16000.0,sedan
26-39,female,10-19y,university,upper class,5.223.975.134.341.890,before 2015,8000.0,sedan
40-64,female,10-19y,university,upper class,6.354.807.022.016.490,before 2015,12000.0,sedan
16-25,male,0-9y,university,working class,5.437.966.439.844.370,before 2015,15000.0,sedan
40-64,male,10-19y,none,middle class,6.441.631.184.817.500,before 2015,10000.0,sedan
26-39,male,10-19y,university,middle class,,before 2015,13000.0,sedan
26-39,female,0-9y,high school,working class,563.520.096.524.054,before 2015,12000.0,sedan
26-39,male,10-19y,high school,middle class,5.547.457.193.004.660,before 2015,13000.0,sedan
40-64,female,10-19y,high school,upper class,42.443.421.857.650.000,before 2015,15000.0,sedan
16-25,male,0-9y,high school,poverty,4.022.681.274.949.390,before 2015,11000.0,sports car
16-25,female,0-9y,high school,poverty,3.061.140.397.207.560,before 2015,,sedan
40-64,male,20-29y,university,middle class,4.990.091.237.901.970,before 2015,13000.0,sedan
26-39,female,10-19y,high school,working class,4.879.301.463.828.830,before 2015,9000.0,sedan
16-25,male,0-9y,none,poverty,3.607.781.398.867.610,before 2015,9000.0,sedan
40-64,male,20-29y,university,middle class,4.904.823.185.081.310,before 2015,18000.0,sedan
16-25,female,0-9y,university,upper class,5.614.998.970.421.210,after 2015,13000.0,sedan
26-39,female,10-19y,university,upper class,,after 2015,11000.0,sedan
26-39,male,10-19y,university,working class,3.691.163.885.175.130,before 2015,12000.0,sedan
16-25,female,0-9y,university,middle class,430.903.335.483.273,before 2015,13000.0,sedan
40-64,male,20-29y,none,poverty,3.253.852.143.795.410,before 2015,13000.0,sedan
26-39,male,10-19y,high school,middle class,6.509.104.555.498.720,before 2015,17000.0,sedan
40-64,male,20-29y,high school,upper class,,before 2015,13000.0,sedan
26-39,female,10-19y,university,upper class,6.079.535.739.684.150,after 2015,13000.0,sedan
65+,male,20-29y,high school,upper class,6.220.664.431.382.960,before 2015,12000.0,sedan
16-25,male,0-9y,high school,middle class,4.602.202.743.066.800,after 2015,14000.0,sedan
40-64,male,20-29y,university,middle class,4.053.191.024.388.980,after 2015,9000.0,sedan
16-25,male,0-9y,high school,working class,4.169.011.832.545.230,before 2015,14000.0,sedan
40-64,male,20-29y,none,upper class,740.385.435.273.135,before 2015,9000.0,sedan
65+,female,0-9y,high school,upper class,7.887.010.854.473.910,before 2015,13000.0,sedan
26-39,male,0-9y,high school,upper class,5.691.440.277.985.780,after 2015,4000.0,sedan
26-39,male,10-19y,none,poverty,,before 2015,13000.0,sedan
26-39,female,10-19y,university,middle class,5.656.828.290.762.360,before 2015,,sedan
65+,male,30y+,university,upper class,6.200.551.852.748.450,after 2015,14000.0,sedan
16-25,female,0-9y,none,poverty,32.443.941.021.454.900,before 2015,15000.0,sedan
26-39,female,0-9y,high school,working class,31.954.280.072.743.600,before 2015,19000.0,sedan
40-64,female,20-29y,high school,upper class,6.048.941.230.927.580,before 2015,9000.0,sedan
16-25,female,0-9y,none,poverty,,before 2015,16000.0,sedan
26-39,female,10-19y,high school,poverty,3.533.941.820.525.970,before 2015,11000.0,sports car
65+,male,30y+,university,upper class,5.444.431.648.117.530,before 2015,12000.0,sedan
40-64,male,20-29y,high school,middle class,5.829.767.916.139.250,before 2015,14000.0,sedan
65+,female,30y+,university,upper class,7.305.352.533.802.970,before 2015,14000.0,sedan
26-39,female,0-9y,high school,poverty,4.684.196.703.713.490,after 2015,12000.0,sedan
65+,male,30y+,university,upper class,4.894.223.760.260.140,after 2015,,sedan
16-25,male,0-9y,university,poverty,31.717.105.575.967.900,before 2015,13000.0,sedan
26-39,male,10-19y,none,poverty,,before 2015,17000.0,sedan
16-25,female,0-9y,high school,poverty,3.202.923.909.860.860,before 2015,15000.0,sedan
26-39,female,10-19y,university,upper class,3.837.012.341.538.170,before 2015,13000.0,sedan
16-25,male,0-9y,high school,poverty,3.613.831.569.995.000,before 2015,20000.0,sedan
16-25,female,0-9y,none,poverty,4.695.911.006.478.190,before 2015,9000.0,sedan
26-39,male,10-19y,university,middle class,,before 2015,12000.0,sedan
40-64,female,0-9y,none,middle class,39.919.841.916.201.500,before 2015,13000.0,sedan
26-39,male,0-9y,none,working class,3.845.632.614.307.860,before 2015,13000.0,sedan
26-39,female,10-19y,university,upper class,5.693.042.359.300.500,after 2015,14000.0,sedan
26-39,male,10-19y,university,middle class,3.239.487.927.523.740,before 2015,13000.0,sedan
65+,female,30y+,high school,upper class,7.576.978.508.471.260,before 2015,9000.0,sedan
40-64,male,0-9y,none,working class,4.714.899.368.262.760,before 2015,,sedan
40-64,female,20-29y,university,upper class,5.886.053.024.756.460,after 2015,11000.0,sedan
40-64,male,20-29y,university,upper class,,after 2015,10000.0,sedan
26-39,male,0-9y,none,poverty,40.732.593.619.540.500,before 2015,17000.0,sedan
65+,female,30y+,university,upper class,5.788.384.763.002.650,after 2015,6000.0,sedan
65+,male,30y+,university,upper class,5.177.781.682.653.930,after 2015,10000.0,sedan
40-64,female,10-19y,high school,middle class,,before 2015,14000.0,sedan
26-39,female,10-19y,high school,middle class,5.686.069.035.052.950,before 2015,9000.0,sports car
65+,male,0-9y,university,upper class,654.800.779.540.333,after 2015,10000.0,sedan
26-39,female,10-19y,none,poverty,31.986.656.838.581.700,before 2015,9000.0,sports car
16-25,female,0-9y,high school,poverty,,before 2015,11000.0,sedan
16-25,female,0-9y,university,upper class,6.035.708.014.041.420,before 2015,17000.0,sedan
26-39,male,10-19y,university,middle class,,after 2015,15000.0,sedan
16-25,female,0-9y,high school,poverty,28.879.884.830.387.200,before 2015,16000.0,sedan
65+,male,20-29y,high school,upper class,538.136.083.476.877,before 2015,7000.0,sedan
40-64,male,20-29y,high school,working class,4.660.439.400.287.870,before 2015,13000.0,sedan
26-39,female,10-19y,none,working class,4.462.680.345.127.810,before 2015,13000.0,sedan
65+,female,10-19y,university,upper class,6.809.430.993.894.420,after 2015,9000.0,sedan
16-25,male,0-9y,university,middle class,3.944.761.217.596.770,before 2015,20000.0,sedan
16-25,female,0-9y,high school,working class,43.417.684.896.649.400,before 2015,15000.0,sedan
26-39,female,0-9y,high school,working class,5.992.673.582.536.950,after 2015,16000.0,sedan
65+,male,30y+,none,middle class,449.235.268.668.988,before 2015,15000.0,sedan
16-25,female,0-9y,high school,working class,34.959.773.943.634.900,before 2015,10000.0,sedan
40-64,male,20-29y,high school,upper class,5.830.542.462.676.140,before 2015,14000.0,sedan
16-25,female,0-9y,high school,working class,4.602.762.946.307.640,before 2015,10000.0,sedan
16-25,male,0-9y,university,middle class,4.014.583.064.798.280,before 2015,14000.0,sedan
16-25,male,0-9y,university,poverty,2.808.705.143.671.900,before 2015,13000.0,sedan
40-64,female,0-9y,university,upper class,6.237.889.131.092.160,before 2015,12000.0,sedan
65+,male,30y+,university,middle class,3.796.239.634.762.660,before 2015,15000.0,sedan
26-39,male,10-19y,high school,upper class,,before 2015,15000.0,sedan
26-39,female,10-19y,high school,working class,6.878.963.980.853.560,before 2015,,sedan
16-25,male,0-9y,none,poverty,20.953.556.587.560.300,before 2015,14000.0,sedan
26-39,female,0-9y,none,middle class,4.457.246.020.489.610,before 2015,11000.0,sedan
65+,male,10-19y,high school,upper class,5.420.113.858.437.500,before 2015,14000.0,sedan
